REC k=8 s=0,1,2 ab=2/1,3/1,4/3 q=1,1 t1=0 D=6 c=2
REC k=8 s=2,4,6 ab=5/3,7/3,8/6 q=1,1 t1=0 D=864 c=95
REC k=8 s=2,4,6 ab=5/3,7/3,8/6 q=2,2 t1=0 D=432 c=95
REC k=8 s=2,4,6 ab=6/2,7/3,8/2 q=1,2 t1=0 D=612 c=347
REC k=8 s=2,4,6 ab=6/2,8/3,9/2 q=1,2 t1=0 D=2799 c=347
REC k=8 s=2,4,6 ab=6/4,7/4,8/3 q=1,2 t1=0 D=621 c=311
REC k=8 s=2,4,6 ab=6/4,8/4,9/3 q=1,2 t1=0 D=2808 c=311
REC k=8 s=2,4,7 ab=3/1,5/2,8/3 q=1,3 t1=0 D=-3 c=-1
REC k=8 s=2,4,7 ab=3/1,5/2,8/3 q=1,3 t1=1 D=-3 c=2
REC k=8 s=2,4,7 ab=3/2,5/3,8/4 q=1,3 t1=0 D=-9 c=-4
REC k=8 s=2,4,7 ab=4/3,5/2,8/3 q=2,1 t1=0 D=-9 c=14
REC k=8 s=2,4,7 ab=5/3,8/3,9/6 q=1,1 t1=0 D=3051 c=95
REC k=8 s=2,4,7 ab=6/4,8/6,9/4 q=2,3 t1=0 D=1242 c=311
REC k=8 s=2,4,7 ab=7/3,8/4,9/6 q=2,3 t1=1 D=1026 c=41
REC k=8 s=2,4,7 ab=7/6,8/5,9/4 q=2,3 t1=0 D=1161 c=716
REC k=8 s=2,5,6 ab=3/1,7/0,8/7 q=2,1 t1=0 D=365 c=-1
REC k=8 s=2,5,6 ab=3/2,7/1,8/7 q=2,1 t1=0 D=366 c=-4
REC k=8 s=2,5,6 ab=4/3,6/2,7/3 q=2,1 t1=0 D=-9 c=14
REC k=8 s=2,5,6 ab=6/3,7/3,8/7 q=1,1 t1=0 D=378 c=338
REC k=8 s=2,5,6 ab=6/3,8/3,9/8 q=1,1 t1=0 D=2565 c=338
REC k=8 s=2,5,7 ab=4/3,6/2,8/3 q=2,1 t1=0 D=-9 c=14
REC k=8 s=2,5,7 ab=6/3,8/3,9/7 q=1,1 t1=0 D=2565 c=338
REC k=8 s=2,5,7 ab=7/2,8/3,9/2 q=1,2 t1=0 D=1827 c=1076
REC k=8 s=2,5,7 ab=7/4,8/4,9/3 q=1,2 t1=0 D=1836 c=1040
REC k=8 s=2,6,7 ab=3/1,8/0,9/8 q=2,1 t1=0 D=1094 c=-1
REC k=8 s=2,6,7 ab=3/2,8/1,9/8 q=2,1 t1=0 D=1095 c=-4
REC k=8 s=2,6,7 ab=4/3,7/2,8/3 q=2,1 t1=0 D=-9 c=14
REC k=8 s=2,6,7 ab=7/3,8/3,9/8 q=1,1 t1=0 D=1107 c=1067
REC k=8 s=3,4,5 ab=5/4,6/4,7/6 q=1,1 t1=0 D=162 c=41
REC k=8 s=3,4,5 ab=5/4,7/4,8/7 q=1,1 t1=0 D=891 c=41
REC k=8 s=3,4,5 ab=5/4,8/4,9/8 q=1,1 t1=0 D=3078 c=41
REC k=8 s=3,4,6 ab=5/4,7/4,8/6 q=1,1 t1=0 D=891 c=41
REC k=8 s=3,4,6 ab=6/3,7/4,8/3 q=1,2 t1=0 D=621 c=311
REC k=8 s=3,4,6 ab=6/3,8/4,9/3 q=1,2 t1=0 D=2808 c=311
REC k=8 s=3,4,6 ab=6/5,7/5,8/4 q=1,2 t1=0 D=648 c=203
REC k=8 s=3,4,6 ab=6/5,8/5,9/4 q=1,2 t1=0 D=2835 c=203
REC k=8 s=3,4,7 ab=4/1,5/2,8/3 q=1,3 t1=0 D=-3 c=-1
REC k=8 s=3,4,7 ab=4/1,5/2,8/3 q=1,3 t1=1 D=-3 c=2
REC k=8 s=3,4,7 ab=4/1,5/2,8/3 q=1,3 t1=2 D=-3 c=5
REC k=8 s=3,4,7 ab=4/2,5/3,8/4 q=1,3 t1=0 D=-9 c=-4
REC k=8 s=3,4,7 ab=4/2,5/3,8/4 q=1,3 t1=1 D=-9 c=5
REC k=8 s=3,4,7 ab=4/3,5/4,8/5 q=1,3 t1=0 D=-27 c=-13
REC k=8 s=3,4,7 ab=5/4,7/5,9/8 q=1,3 t1=0 D=810 c=41
REC k=8 s=3,4,7 ab=5/4,8/4,9/6 q=1,1 t1=0 D=3078 c=41
REC k=8 s=3,4,7 ab=7/5,8/6,9/4 q=1,2 t1=0 D=1863 c=932
REC k=8 s=3,4,7 ab=7/5,8/7,9/7 q=1,3 t1=0 D=1134 c=932
REC k=8 s=3,4,7 ab=7/6,8/7,9/6 q=1,3 t1=0 D=1377 c=689
REC k=8 s=3,5,6 ab=4/1,7/0,8/7 q=2,1 t1=0 D=365 c=-1
REC k=8 s=3,5,6 ab=4/2,7/1,8/7 q=2,1 t1=0 D=366 c=-4
REC k=8 s=3,5,6 ab=4/3,7/2,8/7 q=2,1 t1=0 D=369 c=-13
REC k=8 s=3,5,6 ab=5/4,6/3,7/4 q=2,1 t1=0 D=-27 c=41
REC k=8 s=3,5,6 ab=6/4,7/4,8/7 q=1,1 t1=0 D=405 c=284
REC k=8 s=3,5,6 ab=6/4,8/4,9/8 q=1,1 t1=0 D=2592 c=284
REC k=8 s=3,5,7 ab=5/4,6/3,8/4 q=2,1 t1=0 D=-27 c=41
REC k=8 s=3,5,7 ab=6/4,8/4,9/7 q=1,1 t1=0 D=2592 c=284
REC k=8 s=3,5,7 ab=6/4,8/4,9/7 q=2,2 t1=0 D=1296 c=284
REC k=8 s=3,5,7 ab=7/3,8/4,9/3 q=1,2 t1=0 D=1836 c=1040
REC k=8 s=3,5,7 ab=7/5,8/5,9/4 q=1,2 t1=0 D=1863 c=932
REC k=8 s=3,6,7 ab=4/1,8/0,9/8 q=2,1 t1=0 D=1094 c=-1
REC k=8 s=3,6,7 ab=4/2,8/1,9/8 q=2,1 t1=0 D=1095 c=-4
REC k=8 s=3,6,7 ab=4/3,7/2,8/1 q=3,1 t1=0 D=3 c=-13
REC k=8 s=3,6,7 ab=4/3,8/2,9/8 q=2,1 t1=0 D=1098 c=-13
REC k=8 s=3,6,7 ab=5/4,7/3,8/4 q=2,1 t1=0 D=-27 c=41
REC k=8 s=3,6,7 ab=7/4,8/4,9/8 q=1,1 t1=0 D=1134 c=1013
REC k=8 s=4,5,6 ab=6/5,7/5,8/7 q=1,1 t1=0 D=486 c=122
REC k=8 s=4,5,6 ab=6/5,8/5,9/8 q=1,1 t1=0 D=2673 c=122
REC k=8 s=4,5,7 ab=6/5,8/5,9/7 q=1,1 t1=0 D=2673 c=122
REC k=8 s=4,5,7 ab=7/4,8/5,9/4 q=1,2 t1=0 D=1863 c=932
REC k=8 s=4,5,7 ab=7/6,8/6,9/5 q=1,2 t1=0 D=1944 c=608
REC k=8 s=4,6,7 ab=5/1,8/0,9/8 q=2,1 t1=0 D=1094 c=-1
REC k=8 s=4,6,7 ab=5/2,8/1,9/8 q=2,1 t1=0 D=1095 c=-4
REC k=8 s=4,6,7 ab=5/3,8/2,9/8 q=2,1 t1=0 D=1098 c=-13
REC k=8 s=4,6,7 ab=5/4,8/3,9/8 q=2,1 t1=0 D=1107 c=-40
REC k=8 s=4,6,7 ab=6/5,7/4,8/5 q=2,1 t1=0 D=-81 c=122
REC k=8 s=4,6,7 ab=7/5,8/5,9/8 q=1,1 t1=0 D=1215 c=851
REC k=8 s=5,6,7 ab=7/6,8/6,9/8 q=1,1 t1=0 D=1458 c=365
